val_pehe,test_pehe,ate_err,epochs,model
1.5543159,1.378010869026184,0.25127339363098145,25,ARTEMIS
1.886697,1.7808916568756104,0.235978364944458,22,ARTEMIS
1.377701,1.3675225973129272,0.1612224578857422,27,ARTEMIS
1.4704899,1.3993538618087769,0.05083346366882324,23,ARTEMIS
1.9264935,1.9204787015914917,0.0402989387512207,24,ARTEMIS
